"DOTA_Tooltip_ability_imba_abaddon_death_coil"       "迷雾缠绕"
"DOTA_Tooltip_ability_special_bonus_imba_slardar_4_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_slardar_5_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_slardar_6_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_slardar_7_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_slardar_8_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_slardar_9_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_slardar_10_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_slardar_11_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_slardar_12_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_slardar_13_Description"       "111"
"DOTA_Tooltip_ability_imba_shredder_dendrophobia_Description"       "111"
"DOTA_Tooltip_ability_imba_shredder_whirling_death"       "死亡旋风"
"DOTA_Tooltip_ability_imba_shredder_whirling_death_Description"       "111"
"DOTA_Tooltip_ability_imba_shredder_timber_chain"       "伐木锯链"
"DOTA_Tooltip_ability_imba_shredder_timber_chain_Description"       "111"
"DOTA_Tooltip_ability_imba_shredder_reactive_armor"       "活性护甲"
"DOTA_Tooltip_ability_imba_shredder_reactive_armor_Description"       "111"
"DOTA_Tooltip_ability_imba_shredder_chakram"       "锯齿飞轮"
"DOTA_Tooltip_ability_imba_shredder_chakram_Description"       "111"
"DOTA_Tooltip_ability_imba_shredder_return_chakram"       "未定义"
"DOTA_Tooltip_ability_imba_shredder_return_chakram_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_shredder_1_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_shredder_2_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_shredder_3_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_shredder_4_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_shredder_5_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_shredder_6_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_shredder_7_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_shredder_8_Description"       "111"
"DOTA_Tooltip_ability_imba_tiny_rolling_stone_Description"       "111"
"DOTA_Tooltip_ability_imba_tiny_avalanche"       "山崩"
"DOTA_Tooltip_ability_imba_tiny_avalanche_Description"       "111"
"DOTA_Tooltip_ability_imba_tiny_toss"       "投掷"
"DOTA_Tooltip_ability_imba_tiny_toss_Description"       "111"
"DOTA_Tooltip_ability_imba_tiny_craggy_exterior_Description"       "111"
"DOTA_Tooltip_ability_imba_tiny_tree_grab"       "未定义"
"DOTA_Tooltip_ability_imba_tiny_tree_grab_Description"       "111"
"DOTA_Tooltip_ability_imba_tiny_tree_throw_Description"       "111"
"DOTA_Tooltip_ability_imba_tiny_grow"       "长大"
"DOTA_Tooltip_ability_imba_tiny_grow_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_tiny_1_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_tiny_2_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_tiny_3_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_tiny_4_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_tiny_5_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_tiny_9_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_tiny_10_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_tiny_6_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_tiny_7_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_tiny_8_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_tiny_avalanche_cooldown_Description"       "111"
"DOTA_Tooltip_ability_imba_warlock_fatal_bonds"       "致命连接"
"DOTA_Tooltip_ability_imba_warlock_fatal_bonds_Description"       "111"
"DOTA_Tooltip_ability_imba_warlock_shadow_word"       "暗言术"
"DOTA_Tooltip_ability_imba_warlock_shadow_word_Description"       "111"
"DOTA_Tooltip_ability_imba_warlock_upheaval"       "剧变"
"DOTA_Tooltip_ability_imba_warlock_upheaval_Description"       "111"
"DOTA_Tooltip_ability_imba_warlock_rain_of_chaos"       "混乱之祭"
"DOTA_Tooltip_ability_imba_warlock_rain_of_chaos_Description"       "111"
"DOTA_Tooltip_ability_imba_warlock_flaming_fists_Description"       "111"
"DOTA_Tooltip_ability_imba_warlock_permanent_immolation_Description"       "111"
"DOTA_Tooltip_ability_imba_warlock_golem_spell_immunity_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_warlock_1_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_warlock_2_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_warlock_3_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_warlock_4_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_warlock_5_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_warlock_6_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_warlock_7_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_warlock_8_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_warlock_9_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_warlock_chaotic_offering_magic_resistance_Description"       "111"
"DOTA_Tooltip_ability_imba_witch_doctor_paralyzing_cask"       "麻痹药剂"
"DOTA_Tooltip_ability_imba_witch_doctor_paralyzing_cask_Description"       "111"
"DOTA_Tooltip_ability_imba_witch_doctor_voodoo_restoration"       "巫毒疗法"
"DOTA_Tooltip_ability_imba_witch_doctor_voodoo_restoration_Description"       "111"
"DOTA_Tooltip_ability_imba_witch_doctor_maledict"       "巫蛊咒术"
"DOTA_Tooltip_ability_imba_witch_doctor_maledict_Description"       "111"
"DOTA_Tooltip_ability_imba_witch_doctor_death_ward"       "死亡守卫"
"DOTA_Tooltip_ability_imba_witch_doctor_death_ward_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_witch_doctor_1_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_witch_doctor_2_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_witch_doctor_3_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_witch_doctor_4_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_witch_doctor_5_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_witch_doctor_6_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_witch_doctor_7_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_witch_doctor_8_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_witch_doctor_9_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_witch_doctor_maledict_duration_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_witch_doctor_maledict_radius_Description"       "111"
"DOTA_Tooltip_ability_imba_wraith_king_wraithfire_blast_Description"       "111"
"DOTA_Tooltip_ability_imba_wraith_king_vampiric_aura_Description"       "111"
"DOTA_Tooltip_ability_imba_wraith_king_mortal_strike_Description"       "111"
"DOTA_Tooltip_ability_imba_wraith_king_kingdom_come_Description"       "111"
"DOTA_Tooltip_ability_imba_wraith_king_reincarnation_Description"       "111"
"DOTA_Tooltip_ability_imba_wraith_king_wraith_soul_strike_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_skeleton_king_1_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_skeleton_king_2_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_skeleton_king_3_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_skeleton_king_4_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_skeleton_king_5_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_skeleton_king_6_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_skeleton_king_7_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_skeleton_king_8_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_skeleton_king_9_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_skeleton_king_10_Description"       "111"
"DOTA_Tooltip_ability_imba_antimage_mana_break"       "法力损毁"
"DOTA_Tooltip_ability_imba_antimage_mana_break_Description"       "111"
"DOTA_Tooltip_ability_imba_antimage_blink"       "闪烁"
"DOTA_Tooltip_ability_imba_antimage_blink_Description"       "111"
"DOTA_Tooltip_ability_imba_antimage_spell_shield_Description"       "111"
"DOTA_Tooltip_ability_imba_antimage_mana_void"       "法力虚空"
"DOTA_Tooltip_ability_imba_antimage_mana_void_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_antimage_1_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_antimage_2_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_antimage_3_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_antimage_4_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_antimage_5_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_antimage_6_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_antimage_7_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_antimage_8_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_antimage_9_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_antimage_10_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_antimage_11_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_antimage_blink_range_Description"       "111"
"DOTA_Tooltip_ability_imba_bounty_hunter_shuriken_toss"       "投掷飞镖"
"DOTA_Tooltip_ability_imba_bounty_hunter_shuriken_toss_Description"       "111"
"DOTA_Tooltip_ability_imba_bounty_hunter_jinada"       "忍术"
"DOTA_Tooltip_ability_imba_bounty_hunter_jinada_Description"       "111"
"DOTA_Tooltip_ability_imba_bounty_hunter_shadow_walk_Description"       "111"
"DOTA_Tooltip_ability_imba_bounty_hunter_track"       "追踪术"
"DOTA_Tooltip_ability_imba_bounty_hunter_track_Description"       "111"
"DOTA_Tooltip_ability_imba_bounty_hunter_headhunter_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_bounty_hunter_1_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_bounty_hunter_2_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_bounty_hunter_3_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_bounty_hunter_4_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_bounty_hunter_5_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_bounty_hunter_6_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_bounty_hunter_7_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_bounty_hunter_8_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_bounty_hunter_9_Description"       "111"
"DOTA_Tooltip_ability_imba_clinkz_strafe"       "炽烈火雨"
"DOTA_Tooltip_ability_imba_clinkz_strafe_Description"       "111"
"DOTA_Tooltip_ability_imba_clinkz_death_pact_723_Description"       "111"
"DOTA_Tooltip_ability_imba_clinkz_searing_arrows"       "灼热之箭"
"DOTA_Tooltip_ability_imba_clinkz_searing_arrows_Description"       "111"
"DOTA_Tooltip_ability_imba_clinkz_skeleton_walk_Description"       "111"
"DOTA_Tooltip_ability_imba_clinkz_skeleton_walk_723_Description"       "111"
"DOTA_Tooltip_ability_imba_clinkz_death_pact"       "死亡契约"
"DOTA_Tooltip_ability_imba_clinkz_death_pact_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_clinkz_1_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_clinkz_2_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_clinkz_3_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_clinkz_4_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_clinkz_5_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_clinkz_6_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_clinkz_7_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_clinkz_8_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_clinkz_9_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_clinkz_10_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_clinkz_death_pact_723_health_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_clinkz_skeleton_walk_723_strafe_duration_Description"       "111"
"DOTA_Tooltip_ability_imba_dragon_knight_breathe_fire"       "火焰气息"
"DOTA_Tooltip_ability_imba_dragon_knight_breathe_fire_Description"       "111"
"DOTA_Tooltip_ability_imba_dragon_knight_dragon_tail"       "未定义"
"DOTA_Tooltip_ability_imba_dragon_knight_dragon_tail_Description"       "111"
"DOTA_Tooltip_ability_imba_dragon_knight_dragon_blood"       "龙族血统"
"DOTA_Tooltip_ability_imba_dragon_knight_dragon_blood_Description"       "111"
"DOTA_Tooltip_ability_imba_dragon_knight_elder_dragon_charge_Description"       "111"
"DOTA_Tooltip_ability_imba_dragon_knight_elder_dragon_form"       "古龙形态"
"DOTA_Tooltip_ability_imba_dragon_knight_elder_dragon_form_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_dragon_knight_1_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_dragon_knight_2_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_dragon_knight_3_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_dragon_knight_4_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_dragon_knight_5_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_dragon_knight_6_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_dragon_knight_7_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_dragon_knight_8_Description"       "111"
"DOTA_Tooltip_ability_imba_drow_ranger_deadeye_Description"       "111"
"DOTA_Tooltip_ability_imba_drow_ranger_frost_arrows"       "霜冻之箭"
"DOTA_Tooltip_ability_imba_drow_ranger_frost_arrows_Description"       "111"
"DOTA_Tooltip_ability_imba_drow_ranger_frost_arrows_723_Description"       "111"
"DOTA_Tooltip_ability_imba_drow_ranger_gust_Description"       "111"
"DOTA_Tooltip_ability_imba_drow_ranger_trueshot_Description"       "111"
"DOTA_Tooltip_ability_imba_drow_ranger_trueshot_720_Description"       "111"
"DOTA_Tooltip_ability_imba_drow_ranger_multishot"       "数箭齐发"
"DOTA_Tooltip_ability_imba_drow_ranger_multishot_Description"       "111"
"DOTA_Tooltip_ability_imba_drow_ranger_marksmanship"       "射手天赋"
"DOTA_Tooltip_ability_imba_drow_ranger_marksmanship_Description"       "111"
"DOTA_Tooltip_ability_imba_drow_ranger_marksmanship_723_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_drow_ranger_1_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_drow_ranger_2_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_drow_ranger_3_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_drow_ranger_4_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_drow_ranger_5_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_drow_ranger_6_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_drow_ranger_7_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_drow_ranger_8_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_drow_ranger_9_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_drow_ranger_10_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_drow_ranger_frost_arrows_damage_Description"       "111"
"DOTA_Tooltip_ability_imba_juggernaut_blade_fury"       "剑刃风暴"
"DOTA_Tooltip_ability_imba_juggernaut_blade_fury_Description"       "111"
"DOTA_Tooltip_ability_imba_juggernaut_healing_ward"       "治疗守卫"
"DOTA_Tooltip_ability_imba_juggernaut_healing_ward_Description"       "111"
"DOTA_Tooltip_ability_imba_juggernaut_healing_ward_passive_Description"       "111"
"DOTA_Tooltip_ability_imba_juggernaut_blade_dance"       "剑舞"
"DOTA_Tooltip_ability_imba_juggernaut_blade_dance_Description"       "111"
"DOTA_Tooltip_ability_imba_juggernaut_omni_slash"       "迅风斩"
"DOTA_Tooltip_ability_imba_juggernaut_omni_slash_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_juggernaut_1_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_juggernaut_2_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_juggernaut_3_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_juggernaut_4_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_juggernaut_5_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_juggernaut_6_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_juggernaut_7_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_juggernaut_8_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_juggernaut_9_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_juggernaut_10_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_juggernaut_blade_fury_movement_speed_Description"       "111"
"DOTA_Tooltip_ability_imba_mirana_starfall"       "群星风暴"
"DOTA_Tooltip_ability_imba_mirana_starfall_Description"       "111"
"DOTA_Tooltip_ability_imba_mirana_arrow"       "月神之箭"
"DOTA_Tooltip_ability_imba_mirana_arrow_Description"       "111"
"DOTA_Tooltip_ability_imba_mirana_leap"       "跳跃"
"DOTA_Tooltip_ability_imba_mirana_leap_Description"       "111"
"DOTA_Tooltip_ability_imba_mirana_moonlight_shadow_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_mirana_1_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_mirana_2_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_mirana_3_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_mirana_4_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_mirana_5_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_mirana_6_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_mirana_7_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_mirana_8_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_mirana_9_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_mirana_10_Description"       "111"
"DOTA_Tooltip_ability_imba_nevermore_shadowraze_close_Description"       "111"
"DOTA_Tooltip_ability_imba_nevermore_shadowraze_medium_Description"       "111"
"DOTA_Tooltip_ability_imba_nevermore_shadowraze_far_Description"       "111"
"DOTA_Tooltip_ability_imba_nevermore_necromastery"       "支配死灵"
"DOTA_Tooltip_ability_imba_nevermore_necromastery_Description"       "111"
"DOTA_Tooltip_ability_imba_nevermore_dark_lord"       "魔王降临"
"DOTA_Tooltip_ability_imba_nevermore_dark_lord_Description"       "111"
"DOTA_Tooltip_ability_imba_nevermore_requiem"       "魂之挽歌"
"DOTA_Tooltip_ability_imba_nevermore_requiem_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_nevermore_1_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_nevermore_2_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_nevermore_3_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_nevermore_4_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_nevermore_5_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_nevermore_6_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_nevermore_7_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_nevermore_8_Description"       "111"
"DOTA_Tooltip_ability_imba_nyx_assassin_impale"       "穿刺"
"DOTA_Tooltip_ability_imba_nyx_assassin_impale_Description"       "111"
"DOTA_Tooltip_ability_imba_nyx_assassin_mana_burn"       "法力燃烧"
"DOTA_Tooltip_ability_imba_nyx_assassin_mana_burn_Description"       "111"
"DOTA_Tooltip_ability_imba_nyx_assassin_spiked_carapace"       "尖刺外壳"
"DOTA_Tooltip_ability_imba_nyx_assassin_spiked_carapace_Description"       "111"
"DOTA_Tooltip_ability_imba_nyx_assassin_vendetta"       "复仇"
"DOTA_Tooltip_ability_imba_nyx_assassin_vendetta_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_nyx_assassin_1_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_nyx_assassin_2_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_nyx_assassin_3_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_nyx_assassin_4_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_nyx_assassin_5_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_nyx_assassin_6_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_nyx_assassin_7_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_nyx_assassin_8_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_nyx_assassin_9_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_nyx_assassin_10_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_nyx_assassin_11_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_nyx_assassin_12_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_nyx_assassin_13_Description"       "111"
"DOTA_Tooltip_ability_imba_pangolier_swashbuckle"       "虚张声势"
"DOTA_Tooltip_ability_imba_pangolier_swashbuckle_Description"       "111"
"DOTA_Tooltip_ability_imba_pangolier_shield_crash"       "甲盾冲击"
"DOTA_Tooltip_ability_imba_pangolier_shield_crash_Description"       "111"
"DOTA_Tooltip_ability_imba_pangolier_heartpiercer_Description"       "111"
"DOTA_Tooltip_ability_imba_pangolier_lucky_shot"       "幸运一击"
"DOTA_Tooltip_ability_imba_pangolier_lucky_shot_Description"       "111"
"DOTA_Tooltip_ability_imba_pangolier_gyroshell"       "未定义"
"DOTA_Tooltip_ability_imba_pangolier_gyroshell_Description"       "111"
"DOTA_Tooltip_ability_imba_pangolier_gyroshell_stop"       "未定义"
"DOTA_Tooltip_ability_imba_pangolier_gyroshell_stop_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_pangolier_1_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_pangolier_2_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_pangolier_3_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_pangolier_4_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_pangolier_5_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_pangolier_6_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_pangolier_7_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_pangolier_8_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_pangolier_lucky_shot_status_resist_Description"       "111"
"DOTA_Tooltip_ability_imba_phantom_assassin_stifling_dagger"       "窒碍短匕"
"DOTA_Tooltip_ability_imba_phantom_assassin_stifling_dagger_Description"       "111"
"DOTA_Tooltip_ability_imba_phantom_assassin_phantom_strike"       "幻影突袭"
"DOTA_Tooltip_ability_imba_phantom_assassin_phantom_strike_Description"       "111"
"DOTA_Tooltip_ability_imba_phantom_assassin_blur"       "魅影无形"
"DOTA_Tooltip_ability_imba_phantom_assassin_blur_Description"       "111"
"DOTA_Tooltip_ability_imba_phantom_assassin_coup_de_grace"       "恩赐解脱"
"DOTA_Tooltip_ability_imba_phantom_assassin_coup_de_grace_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_phantom_assassin_1_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_phantom_assassin_2_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_phantom_assassin_3_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_phantom_assassin_4_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_phantom_assassin_5_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_phantom_assassin_6_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_phantom_assassin_7_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_phantom_assassin_8_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_phantom_assassin_9_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_phantom_assassin_10_Description"       "111"
"DOTA_Tooltip_ability_imba_sniper_shrapnel"       "榴霰弹"
"DOTA_Tooltip_ability_imba_sniper_shrapnel_Description"       "111"
"DOTA_Tooltip_ability_imba_sniper_headshot"       "爆头"
"DOTA_Tooltip_ability_imba_sniper_headshot_Description"       "111"
"DOTA_Tooltip_ability_imba_sniper_take_aim"       "瞄准"
"DOTA_Tooltip_ability_imba_sniper_take_aim_Description"       "111"
"DOTA_Tooltip_ability_imba_sniper_assassinate"       "未定义"
"DOTA_Tooltip_ability_imba_sniper_assassinate_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_sniper_1_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_sniper_2_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_sniper_3_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_sniper_4_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_sniper_5_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_sniper_6_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_sniper_7_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_sniper_8_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_sniper_9_Description"       "111"
"DOTA_Tooltip_ability_imba_troll_warlord_berserkers_rage"       "狂战士之怒"
"DOTA_Tooltip_ability_imba_troll_warlord_berserkers_rage_Description"       "111"
"DOTA_Tooltip_ability_imba_troll_warlord_whirling_axes_ranged"       "旋风飞斧（远程）"
"DOTA_Tooltip_ability_imba_troll_warlord_whirling_axes_ranged_Description"       "111"
"DOTA_Tooltip_ability_imba_troll_warlord_whirling_axes_melee"       "旋风飞斧（近战）"
"DOTA_Tooltip_ability_imba_troll_warlord_whirling_axes_melee_Description"       "111"
"DOTA_Tooltip_ability_imba_troll_warlord_fervor"       "热血战魂"
"DOTA_Tooltip_ability_imba_troll_warlord_fervor_Description"       "111"
"DOTA_Tooltip_ability_imba_troll_warlord_battle_trance"       "战斗专注"
"DOTA_Tooltip_ability_imba_troll_warlord_battle_trance_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_troll_warlord_1_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_troll_warlord_2_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_troll_warlord_3_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_troll_warlord_4_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_troll_warlord_5_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_troll_warlord_6_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_troll_warlord_7_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_troll_warlord_8_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_troll_warlord_9_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_troll_warlord_battle_trance_upgrade_Description"       "111"
